Time Step,Load (kWh),Solar Production (kWh),Curtailment (kWh),Battery Charge (kWh),Battery Discharge (kWh),State of Charge (kWh),Lost Load (kWh),Generator Production (kWh)
5320,8.247336533,5.348701616614174,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.8986349163858263
5321,8.708372033,3.45118604310105,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.25718598989895
5322,8.553016333,1.3499104080026247,0.0,0.0,0.0,0.0,0.0,7.2031059249973755
5323,10.44229297,0.012735003849081366,0.0,0.0,0.0,0.0,0.0,10.429557966150918
5324,15.7875279,0.0,0.0,0.0,0.0,0.0,2.069712649231043,13.717815250768957
5325,17.75113978,0.0,0.0,0.0,0.0,0.0,4.033324529231042,13.717815250768957
5326,18.12015052,0.0,0.0,0.0,0.0,0.0,4.402335269231042,13.717815250768957
5327,16.65243198,0.0,0.0,0.0,0.0,0.0,2.934616729231042,13.717815250768957
5328,9.326597633,0.0,0.0,0.0,0.0,0.0,0.0,9.326597633
5329,9.0245594,0.0,0.0,0.0,0.0,0.0,0.0,9.0245594
5330,10.54839645,0.0,0.0,0.0,0.0,0.0,0.0,10.54839645
5331,11.20673238,0.0,0.0,0.0,0.0,0.0,0.0,11.20673238
5332,11.66514932,0.0,0.0,0.0,0.0,0.0,0.0,11.66514932
5333,11.37249755,0.0,0.0,0.0,0.0,0.0,0.0,11.37249755
5334,7.365965,0.0,0.0,0.0,0.0,0.0,0.0,7.365965
5335,7.72001785,0.0,0.0,0.0,0.0,0.0,0.0,7.72001785
5336,7.9893543,0.15282004618897638,2.7755575615628914e-17,0.0,0.0,0.0,0.0,7.836534253811023
5337,8.4154044,2.8017008467979005,0.0,0.0,0.0,0.0,0.0,5.613703553202099
5338,8.403984383,5.654341708992126,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.749642674007873
5339,8.673774983,7.666472317146982,0.0,0.0,0.0,0.0,0.0,1.0073026658530173
5340,8.4647458,8.4647458,0.4370218905078751,0.0,0.0,0.0,0.0,0.0
5341,9.01696225,9.01696225,0.4960856252637793,0.0,0.0,0.0,0.0,0.0
5342,9.223350583,9.223350583,0.2642272845656173,0.0,0.0,0.0,0.0,0.0
5343,8.513818,8.513818,0.46435971360236117,0.0,0.0,0.0,0.0,0.0
5344,8.2783981,7.6792073209960625,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.5991907790039379
5345,8.465007017,5.654341708992126,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.8106653080078736
5346,8.345805283,2.8399058583451446,0.0,0.0,0.0,0.0,0.0,5.5058994246548565
5347,11.76258865,0.10188003079265093,0.0,0.0,0.0,0.0,0.0,11.660708619207348
5348,15.48020035,0.0,0.0,0.0,0.0,0.0,1.762385099231043,13.717815250768957
5349,17.84620315,0.0,0.0,0.0,0.0,0.0,4.128387899231043,13.717815250768957
5350,18.25310512,0.0,0.0,0.0,0.0,0.0,4.535289869231043,13.717815250768957
5351,17.07918875,0.0,0.0,0.0,0.0,0.0,3.3613734992310427,13.717815250768957
5352,12.33859142,0.0,0.0,0.0,0.0,0.0,0.0,12.33859142
5353,6.710563,0.0,0.0,0.0,0.0,0.0,0.0,6.710563
5354,10.23746267,0.0,0.0,0.0,0.0,0.0,0.0,10.23746267
5355,10.85371743,0.0,0.0,0.0,0.0,0.0,0.0,10.85371743
5356,11.4023502,0.0,0.0,0.0,0.0,0.0,0.0,11.4023502
5357,11.82034848,0.0,0.0,0.0,0.0,0.0,0.0,11.82034848
5358,10.24506345,0.0,0.0,0.0,0.0,0.0,0.0,10.24506345
5359,7.8819318,0.0,0.0,0.0,0.0,0.0,0.0,7.8819318
5360,8.054592833,0.4711951424160105,0.0,0.0,0.0,0.0,0.0,7.583397690583989
5361,8.2747705,4.304431300989502,0.0,0.0,0.0,0.0,0.0,3.970339199010499
5362,8.693028683,6.966047105447508,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.7269815775524915
5363,8.933569183,8.77441765201706,0.0,0.0,0.0,0.0,0.0,0.159151530982939
5364,8.624205833,8.624205833,1.1944821346417331,0.0,0.0,0.0,0.0,0.0
5365,8.746308367,8.746308367,1.569044750755907,0.0,0.0,0.0,0.0,0.0
5366,9.701530967,9.701530967,0.537412127661419,0.0,0.0,0.0,0.0,0.0
5367,8.546671533,8.546671533,1.0427863653582694,0.0,0.0,0.0,0.0,0.0
5368,8.738165,8.277752501902889,0.0,0.0,0.0,0.0,0.0,0.4604124980971118
5369,8.3259503,6.25288688989895,0.0,0.0,0.0,0.0,0.0,2.0730634101010503
5370,8.319170717,3.4002460277047244,4.440892098500626e-16,0.0,0.0,0.0,0.0,4.918924689295276
5371,9.1909565,0.17829005388713912,0.0,0.0,0.0,0.0,0.0,9.012666446112862
5372,15.54339988,0.0,0.0,0.0,0.0,0.0,1.8255846292310434,13.717815250768957
5373,17.84992623,0.0,0.0,0.0,0.0,0.0,4.132110979231044,13.717815250768957
5374,17.97332667,0.0,0.0,0.0,0.0,0.0,4.255511419231041,13.717815250768957
5375,16.16613137,0.0,0.0,0.0,0.0,0.0,2.448316119231041,13.717815250768957
5376,11.00459853,0.0,0.0,0.0,0.0,0.0,0.0,11.00459853
5377,6.1618894,0.0,0.0,0.0,0.0,0.0,0.0,6.1618894
5378,10.20173068,0.0,0.0,0.0,0.0,0.0,0.0,10.20173068
5379,11.00735165,0.0,0.0,0.0,0.0,0.0,0.0,11.00735165
5380,11.38238195,0.0,0.0,0.0,0.0,0.0,0.0,11.38238195
5381,9.791965833,0.0,0.0,0.0,0.0,0.0,0.0,9.791965833
5382,7.441127167,0.0,0.0,0.0,0.0,0.0,0.0,7.441127167
5383,7.497653467,0.0,0.0,0.0,0.0,0.0,0.0,7.497653467
5384,8.280043317,0.44572513471784786,0.0,0.0,0.0,0.0,0.0,7.834318182282153
5385,8.116705517,4.126141247102363,0.0,0.0,0.0,0.0,0.0,3.9905642698976367
5386,8.256885317,6.775022047711287,0.0,0.0,0.0,0.0,0.0,1.4818632692887128
5387,8.504967283,8.504967283,0.09116031512992429,0.0,0.0,0.0,0.0,0.0
5388,8.71008765,8.71008765,1.0067202868490828,0.0,0.0,0.0,0.0,0.0
5389,9.127662383,9.127662383,1.0603406962650936,0.0,0.0,0.0,0.0,0.0
5390,9.403914617,9.403914617,0.6694734276233607,0.0,0.0,0.0,0.0,0.0
5391,8.4726867,8.4726867,0.9002761329238851,0.0,0.0,0.0,0.0,0.0
5392,8.1891168,8.02305242492126,0.0,0.0,0.0,0.0,0.0,0.16606437507874006
5393,8.69865195,5.95998180137008,0.0,0.0,0.0,0.0,0.0,2.7386701486299208
5394,8.36792085,3.107340939175853,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.260579910824148
5395,10.69675007,0.14008504233989502,0.0,0.0,0.0,0.0,0.0,10.556665027660106
5396,15.6173584,0.0,0.0,0.0,0.0,0.0,1.899543149231043,13.717815250768957
5397,17.9149837,0.0,0.0,0.0,0.0,0.0,4.197168449231043,13.717815250768957
5398,17.88639913,0.0,0.0,0.0,0.0,0.0,4.1685838792310435,13.717815250768957
5399,16.76584243,0.0,0.0,0.0,0.0,0.0,3.048027179231042,13.717815250768957
5400,12.3262323,0.0,0.0,0.0,0.0,0.0,0.0,12.3262323
5401,10.76441892,0.0,0.0,0.0,0.0,0.0,0.0,10.76441892
5402,10.6986278,0.0,0.0,0.0,0.0,0.0,0.0,10.6986278
5403,11.04414987,0.0,0.0,0.0,0.0,0.0,0.0,11.04414987
5404,11.25236583,0.0,0.0,0.0,0.0,0.0,0.0,11.25236583
5405,11.37871402,0.0,0.0,0.0,0.0,0.0,0.0,11.37871402
5406,7.654577133,0.0,0.0,0.0,0.0,0.0,0.0,7.654577133
5407,7.3521827,0.0,0.0,0.0,0.0,0.0,0.0,7.3521827
5408,7.90053295,0.34384510392519685,5.551115123125783e-17,0.0,0.0,0.0,0.0,7.556687846074803
5409,8.402485383,3.6931511162335955,4.440892098500626e-16,0.0,0.0,0.0,0.0,4.709334266766405
5410,8.5222971,6.418441939937009,0.0,0.0,0.0,0.0,0.0,2.1038551600629907
5411,8.671378167,8.239547490355644,0.0,0.0,0.0,0.0,0.0,0.43183067664435626
5412,9.17526165,9.17526165,0.1340261636784792,0.0,0.0,0.0,0.0,0.0
5413,9.1858579,9.1858579,0.5564200445472451,0.0,0.0,0.0,0.0,0.0
5414,10.02973625,9.60219290220735,0.0,0.0,0.0,0.0,0.0,0.4275433477926498
5415,8.78481215,8.78481215,0.002340505866142095,0.0,0.0,0.0,0.0,0.0
5416,8.490902733,7.437242247863517,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0536604851364837
5417,8.304640517,5.386906628161418,0.0,0.0,0.0,0.0,0.0,2.9177338888385815
5418,8.3000215,2.5979407852125984,0.0,0.0,0.0,0.0,0.0,5.702080714787401
5419,10.20254723,0.10188003079265093,0.0,0.0,0.0,0.0,0.0,10.100667199207349
5420,15.46759955,0.0,0.0,0.0,0.0,0.0,1.7497842992310417,13.717815250768957
5421,17.87423377,0.0,0.0,0.0,0.0,0.0,4.1564185192310426,13.717815250768957
5422,18.40577673,0.0,0.0,0.0,0.0,0.0,4.687961479231042,13.717815250768957
5423,16.5167248,0.0,0.0,0.0,0.0,0.0,2.798909549231041,13.717815250768957
5424,12.07109722,0.0,0.0,0.0,0.0,0.0,0.0,12.07109722
5425,7.0187014,0.0,0.0,0.0,0.0,0.0,0.0,7.0187014
5426,10.55909532,0.0,0.0,0.0,0.0,0.0,0.0,10.55909532
5427,11.21314882,0.0,0.0,0.0,0.0,0.0,0.0,11.21314882
5428,11.67846572,0.0,0.0,0.0,0.0,0.0,0.0,11.67846572
5429,11.41189948,0.0,0.0,0.0,0.0,0.0,0.0,11.41189948
5430,8.288893817,0.0,0.0,0.0,0.0,0.0,0.0,8.288893817
5431,7.9890818,0.0,0.0,0.0,0.0,0.0,0.0,7.9890818
5432,7.90957475,0.2929050885288714,0.0,0.0,0.0,0.0,0.0,7.6166696614711284
5433,8.2421553,3.3493060123083995,0.0,0.0,0.0,0.0,0.0,4.8928492876916
5434,8.841778533,6.036391824464568,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.8053867085354316
5435,8.50630045,7.882967382581365,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.6233330674186348
5436,8.048820417,8.048820417,1.08217734279134,0.0,0.0,0.0,0.0,0.0
5437,9.108596933,9.108596933,0.570005992301839,0.0,0.0,0.0,0.0,0.0
5438,9.510467733,9.510467733,0.10446017305643096,0.0,0.0,0.0,0.0,0.0
5439,8.81003915,8.81003915,0.12993355205511925,0.0,0.0,0.0,0.0,0.0
5440,8.221401233,7.641002309448819,0.0,0.0,0.0,0.0,0.0,0.5803989235511811
5441,8.330656383,5.616136697444882,0.0,0.0,0.0,0.0,0.0,2.7145196855551186
5442,8.466119567,2.852640862194226,0.0,0.0,0.0,0.0,0.0,5.6134787048057735
5443,9.08270415,0.12735003849081367,0.0,0.0,0.0,0.0,0.0,8.955354111509186
5444,14.01892282,0.0,0.0,0.0,0.0,0.0,0.30110756923104276,13.717815250768957
5445,18.65225885,0.0,0.0,0.0,0.0,0.0,4.934443599231042,13.717815250768957
5446,18.12191265,0.0,0.0,0.0,0.0,0.0,4.404097399231041,13.717815250768957
5447,16.35463658,0.0,0.0,0.0,0.0,0.0,2.6368213292310436,13.717815250768957
5448,10.00779992,0.0,0.0,0.0,0.0,0.0,0.0,10.00779992
5449,6.3386442,0.0,0.0,0.0,0.0,0.0,0.0,6.3386442
5450,10.22718042,0.0,0.0,0.0,0.0,0.0,0.0,10.22718042
5451,10.7485337,0.0,0.0,0.0,0.0,0.0,0.0,10.7485337
5452,10.94866817,0.0,0.0,0.0,0.0,0.0,0.0,10.94866817
5453,10.07541458,0.0,0.0,0.0,0.0,0.0,0.0,10.07541458
5454,8.365162983,0.0,0.0,0.0,0.0,0.0,0.0,8.365162983
5455,7.80345145,0.0,0.0,0.0,0.0,0.0,0.0,7.80345145
5456,8.07690655,0.3311101000761155,0.0,0.0,0.0,0.0,0.0,7.745796449923885
5457,8.118789517,3.4639210469501314,4.440892098500626e-16,0.0,0.0,0.0,0.0,4.654868470049868
5458,8.480732283,6.1510068591063,0.0,0.0,0.0,0.0,0.0,2.3297254238937004
5459,8.64555925,8.02305242492126,0.0,0.0,0.0,0.0,0.0,0.6225068250787391
5460,8.464808517,8.464808517,0.7298642620367453,0.0,0.0,0.0,0.0,0.0
5461,8.984108583,8.984108583,0.7326993538490836,0.0,0.0,0.0,0.0,0.0
5462,9.640596217,9.614927906056431,0.0,0.0,0.0,0.0,0.0,0.02566831094356914
5463,8.55758895,8.55758895,0.3441787405078749,0.0,0.0,0.0,0.0,0.0
5464,8.295767717,7.5518572825052495,0.0,0.0,0.0,0.0,0.0,0.7439104344947509
5465,8.911719983,5.488786658954068,0.0,0.0,0.0,0.0,0.0,3.422933324045931
5466,8.4507869,2.674350808307087,-4.440892098500626e-16,0.0,0.0,0.0,0.0,5.776436091692913
5467,10.11845457,0.11461503464173227,1.3877787807814457e-17,0.0,0.0,0.0,0.0,10.003839535358269
5468,15.73745548,0.0,0.0,0.0,0.0,0.0,2.019640229231042,13.717815250768957
5469,17.8809168,0.0,0.0,0.0,0.0,0.0,4.163101549231044,13.717815250768957
5470,18.78933263,0.0,0.0,0.0,0.0,0.0,5.071517379231043,13.717815250768957
5471,15.89943907,0.0,0.0,0.0,0.0,0.0,2.181623819231042,13.717815250768957
5472,12.53227733,0.0,0.0,0.0,0.0,0.0,0.0,12.53227733
5473,10.25046138,0.0,0.0,0.0,0.0,0.0,0.0,10.25046138
5474,10.16550005,0.0,0.0,0.0,0.0,0.0,0.0,10.16550005
5475,10.9130164,0.0,0.0,0.0,0.0,0.0,0.0,10.9130164
5476,11.26953443,0.0,0.0,0.0,0.0,0.0,0.0,11.26953443
5477,11.38003188,0.0,0.0,0.0,0.0,0.0,0.0,11.38003188
5478,9.638747517,0.0,0.0,0.0,0.0,0.0,0.0,9.638747517
5479,7.8857831,0.0,0.0,0.0,0.0,0.0,0.0,7.8857831
5480,7.9770972,0.3311101000761155,0.0,0.0,0.0,0.0,0.0,7.645987099923885
5481,8.900284633,3.4129810315538065,0.0,0.0,0.0,0.0,0.0,5.487303601446193
5482,8.8293456,6.112801847559056,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.716543752440944
5483,8.59961405,7.972112409524935,0.0,0.0,0.0,0.0,0.0,0.6275016404750646
5484,8.407493,8.407493,0.7107697559422572,0.0,0.0,0.0,0.0,0.0
5485,8.80612325,8.80612325,0.8470096676036754,0.0,0.0,0.0,0.0,0.0
5486,9.499300717,9.499300717,0.07742217750918634,0.0,0.0,0.0,0.0,0.0
5487,8.1241723,8.1241723,0.7266553751115499,0.0,0.0,0.0,0.0,0.0
5488,8.054533967,7.500917267108925,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.5536166998910748
5489,8.12202055,5.450581647406825,0.0,0.0,0.0,0.0,0.0,2.6714389025931755
5490,9.636152433,2.712555819854331,-4.440892098500626e-16,0.0,0.0,0.0,0.0,6.923596613145668
5491,13.43928928,0.12735003849081367,0.0,0.0,0.0,0.0,0.0,13.311939241509187
5492,15.64620577,0.0,0.0,0.0,0.0,0.0,1.9283905192310424,13.717815250768957
5493,17.78511442,0.0,0.0,0.0,0.0,0.0,4.067299169231042,13.717815250768957
5494,18.62097752,0.0,0.0,0.0,0.0,0.0,4.903162269231043,13.717815250768957
5495,17.0673988,0.0,0.0,0.0,0.0,0.0,3.349583549231042,13.717815250768957
5496,12.47060052,0.0,0.0,0.0,0.0,0.0,0.0,12.47060052
5497,9.863571767,0.0,0.0,0.0,0.0,0.0,0.0,9.863571767
5498,10.14461487,0.0,0.0,0.0,0.0,0.0,0.0,10.14461487
5499,10.83865,0.0,0.0,0.0,0.0,0.0,0.0,10.83865
5500,11.46231792,0.0,0.0,0.0,0.0,0.0,0.0,11.46231792
5501,10.0041315,0.0,0.0,0.0,0.0,0.0,0.0,10.0041315
5502,8.55302795,0.0,0.0,0.0,0.0,0.0,0.0,8.55302795
5503,8.027896983,0.0,0.0,0.0,0.0,0.0,0.0,8.027896983
5504,7.934388367,0.3947851193215223,0.0,0.0,0.0,0.0,0.0,7.539603247678478
5505,8.041410333,3.591271085440945,0.0,0.0,0.0,0.0,0.0,4.450139247559055
5506,8.956645183,6.25288688989895,0.0,0.0,0.0,0.0,0.0,2.703758293101049
5507,8.738216467,8.086727444166668,0.0,0.0,0.0,0.0,0.0,0.6514890228333332
5508,8.9420908,8.9420908,0.31625699828215126,0.0,0.0,0.0,0.0,0.0
5509,9.116390267,9.116390267,0.66409268909449,0.0,0.0,0.0,0.0,0.0
5510,9.834064083,9.704072933,0.0,0.0,0.0,0.0,0.0,0.1299911499999986
5511,8.694602383,8.694602383,0.33451534599868893,0.0,0.0,0.0,0.0,0.0
5512,8.401455483,7.704677328694227,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.6967781543057727
5513,8.08520715,5.667076712841208,0.0,0.0,0.0,0.0,0.0,2.4181304371587924
5514,8.523966167,2.8781108698923887,0.0,0.0,0.0,0.0,0.0,5.645855297107611
5515,9.26046,0.15282004618897638,2.7755575615628914e-17,0.0,0.0,0.0,0.0,9.107639953811024
5516,13.71350848,0.0,0.0,0.0,0.0,0.0,0.0,13.71350848
5517,17.46083597,0.0,0.0,0.0,0.0,0.0,3.743020719231044,13.717815250768957
5518,18.02496842,0.0,0.0,0.0,0.0,0.0,4.307153169231043,13.717815250768957
5519,16.21571882,0.0,0.0,0.0,0.0,0.0,2.497903569231042,13.717815250768957
5520,9.717638767,0.0,0.0,0.0,0.0,0.0,0.0,9.717638767
5521,7.066554233,0.0,0.0,0.0,0.0,0.0,0.0,7.066554233
5522,10.30093297,0.0,0.0,0.0,0.0,0.0,0.0,10.30093297
5523,10.9746992,0.0,0.0,0.0,0.0,0.0,0.0,10.9746992
5524,11.18847003,0.0,0.0,0.0,0.0,0.0,0.0,11.18847003
5525,11.91124772,0.0,0.0,0.0,0.0,0.0,0.0,11.91124772
5526,10.44161358,0.0,0.0,0.0,0.0,0.0,0.0,10.44161358
5527,8.17719905,0.0,0.0,0.0,0.0,0.0,0.0,8.17719905
5528,8.305305333,0.4202551270196851,0.0,0.0,0.0,0.0,0.0,7.885050205980314
5529,9.024248167,3.6804161123845147,0.0,0.0,0.0,0.0,0.0,5.3438320546154845
5530,8.707430133,6.367501924540683,0.0,0.0,0.0,0.0,0.0,2.339928208459318
5531,8.4434763,8.2013424788084,0.0,0.0,0.0,0.0,0.0,0.24213382119160087
5532,8.6203205,8.6203205,0.701702317527559,0.0,0.0,0.0,0.0,0.0
5533,9.059765633,9.059765633,0.7971273461889776,0.0,0.0,0.0,0.0,0.0
5534,9.38844105,9.38844105,0.4047769099435694,0.0,0.0,0.0,0.0,0.0
5535,8.649326983,8.649326983,0.48167077679133996,0.0,0.0,0.0,0.0,0.0
5536,8.36805025,7.857497374883202,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.5105528751167974
5537,8.128837183,5.845366766728348,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.283470416271652
5538,8.303962133,3.081870931477691,-4.440892098500626e-16,0.0,0.0,0.0,0.0,5.22209120152231
5539,10.4008107,0.1910250577362205,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,10.209785642263778
5540,15.39422337,0.0,0.0,0.0,0.0,0.0,1.6764081192310432,13.717815250768957
5541,17.45236963,0.0,0.0,0.0,0.0,0.0,3.7345543792310423,13.717815250768957
5542,18.03892435,0.0,0.0,0.0,0.0,0.0,4.321109099231041,13.717815250768957
5543,16.31452588,0.0,0.0,0.0,0.0,0.0,2.596710629231044,13.717815250768957
5544,12.8404705,0.0,0.0,0.0,0.0,0.0,0.0,12.8404705
5545,10.26474243,0.0,0.0,0.0,0.0,0.0,0.0,10.26474243
5546,10.68317835,0.0,0.0,0.0,0.0,0.0,0.0,10.68317835
5547,10.99613192,0.0,0.0,0.0,0.0,0.0,0.0,10.99613192
5548,11.4714497,0.0,0.0,0.0,0.0,0.0,0.0,11.4714497
5549,11.85628193,0.0,0.0,0.0,0.0,0.0,0.0,11.85628193
5550,8.077048633,0.0,0.0,0.0,0.0,0.0,0.0,8.077048633
5551,8.250948933,0.0,0.0,0.0,0.0,0.0,0.0,8.250948933
5552,8.079536083,0.4839301462650919,0.0,0.0,0.0,0.0,0.0,7.595605936734909
5553,8.44216595,3.8587061662716535,4.440892098500626e-16,0.0,0.0,0.0,0.0,4.583459783728346
5554,8.576865333,6.558526982276903,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.0183383507230976
5555,8.642657267,8.405102540393703,0.0,0.0,0.0,0.0,0.0,0.23755472660629806
5556,8.693180683,8.693180683,0.8326021961128625,0.0,0.0,0.0,0.0,0.0
5557,9.1066256,9.1066256,0.954027440774281,0.0,0.0,0.0,0.0,0.0
5558,9.6024146,9.6024146,0.40729842537795413,0.0,0.0,0.0,0.0,0.0
5559,8.485309533,8.485309533,0.8494482883766405,0.0,0.0,0.0,0.0,0.0
5560,8.212234417,8.048522432619423,0.0,0.0,0.0,0.0,0.0,0.16371198438057633
5561,8.220889467,6.06186183216273,0.0,0.0,0.0,0.0,0.0,2.159027634837269
5562,8.315538067,3.3238360046102366,0.0,0.0,0.0,0.0,0.0,4.991702062389764
5563,8.855934917,0.25470007698162733,0.0,0.0,0.0,0.0,0.0,8.601234840018373
5564,15.19302667,0.0,0.0,0.0,0.0,0.0,1.4752114192310426,13.717815250768957
5565,17.67179495,0.0,0.0,0.0,0.0,0.0,3.9539796992310414,13.717815250768957
5566,18.66835332,0.0,0.0,0.0,0.0,0.0,4.950538069231044,13.717815250768957
5567,16.86797748,0.0,0.0,0.0,0.0,0.0,3.150162229231043,13.717815250768957
5568,12.59253482,0.0,0.0,0.0,0.0,0.0,0.0,12.59253482
5569,9.5798358,0.0,0.0,0.0,0.0,0.0,0.0,9.5798358
5570,10.58049698,0.0,0.0,0.0,0.0,0.0,0.0,10.58049698
5571,10.9858824,0.0,0.0,0.0,0.0,0.0,0.0,10.9858824
5572,11.27860125,0.0,0.0,0.0,0.0,0.0,0.0,11.27860125
5573,10.30718298,0.0,0.0,0.0,0.0,0.0,0.0,10.30718298
5574,8.178043167,0.0,0.0,0.0,0.0,0.0,0.0,8.178043167
5575,7.558236383,0.0,0.0,0.0,0.0,0.0,0.0,7.558236383
5576,8.019556433,0.5730751732086614,0.0,0.0,0.0,0.0,0.0,7.446481259791339
5577,8.526666717,3.998791208611549,0.0,0.0,0.0,0.0,0.0,4.52787550838845
5578,8.715747117,6.622202001522311,0.0,0.0,0.0,0.0,0.0,2.0935451154776885
5579,8.832259817,8.430572548091865,0.0,0.0,0.0,0.0,0.0,0.40168726890813566
5580,9.016887483,9.016887483,0.4452203768674554,0.0,0.0,0.0,0.0,0.0
5581,9.593903517,9.593903517,0.37760449683070973,0.0,0.0,0.0,0.0,0.0
5582,9.207939467,9.207939467,0.6616885160380601,0.0,0.0,0.0,0.0,0.0
5583,8.454075733,8.454075733,0.6896570306404204,0.0,0.0,0.0,0.0,0.0
5584,8.54950415,7.793822355637796,0.0,0.0,0.0,0.0,0.0,0.7556817943622045
5585,8.305788817,5.743486735935696,0.0,0.0,0.0,0.0,0.0,2.5623020810643036
5586,8.2264532,2.9417858891377957,0.0,0.0,0.0,0.0,0.0,5.284667310862204
5587,11.8945536,0.17829005388713912,0.0,0.0,0.0,0.0,0.0,11.716263546112861
5588,15.27157838,0.0,0.0,0.0,0.0,0.0,1.5537631292310419,13.717815250768957
5589,18.1942935,0.0,0.0,0.0,0.0,0.0,4.476478249231043,13.717815250768957
5590,18.02974547,0.0,0.0,0.0,0.0,0.0,4.311930219231044,13.717815250768957
5591,16.39578143,0.0,0.0,0.0,0.0,0.0,2.677966179231042,13.717815250768957
5592,12.3203085,0.0,0.0,0.0,0.0,0.0,0.0,12.3203085
5593,6.978713683,0.0,0.0,0.0,0.0,0.0,0.0,6.978713683
5594,10.47058497,0.0,0.0,0.0,0.0,0.0,0.0,10.47058497
5595,10.80826737,0.0,0.0,0.0,0.0,0.0,0.0,10.80826737
5596,11.14963247,0.0,0.0,0.0,0.0,0.0,0.0,11.14963247
5597,11.57044745,0.0,0.0,0.0,0.0,0.0,0.0,11.57044745
5598,11.17493175,0.0,0.0,0.0,0.0,0.0,0.0,11.17493175
5599,7.5917832,0.0,0.0,0.0,0.0,0.0,0.0,7.5917832
5600,8.091136717,0.3947851193215223,0.0,0.0,0.0,0.0,0.0,7.696351597678477
5601,8.1725692,3.4384510392519694,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.7341181607480305
5602,8.67571245,6.1510068591063,0.0,0.0,0.0,0.0,0.0,2.524705590893701
5603,8.3230612,8.048522432619423,0.0,0.0,0.0,0.0,0.0,0.2745387673805766
5604,8.477707033,8.477707033,0.831580780678479,0.0,0.0,0.0,0.0,0.0
5605,8.932413,8.932413,0.9244799791889768,0.0,0.0,0.0,0.0,0.0
5606,9.4444514,9.4444514,0.3487665599435701,0.0,0.0,0.0,0.0,0.0
5607,8.69369335,8.69369335,0.43730440979133967,0.0,0.0,0.0,0.0,0.0
5608,8.209284467,7.83202736718504,0.0,0.0,0.0,0.0,0.0,0.37725709981496003
5609,8.099356067,5.845366766728348,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.2539893002716527
5610,8.395351183,3.107340939175853,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.288010243824148
5611,9.02831945,0.22923006928346454,2.7755575615628914e-17,0.0,0.0,0.0,0.0,8.799089380716536
5612,15.63488712,0.0,0.0,0.0,0.0,0.0,1.9170718692310427,13.717815250768957
5613,17.59663175,0.0,0.0,0.0,0.0,0.0,3.8788164992310428,13.717815250768957
5614,17.11363622,0.0,0.0,0.0,0.0,0.0,3.3958209692310426,13.717815250768957
5615,15.9069563,0.0,0.0,0.0,0.0,0.0,2.1891410492310417,13.717815250768957
5616,11.22231082,0.0,0.0,0.0,0.0,0.0,0.0,11.22231082
5617,9.793154783,0.0,0.0,0.0,0.0,0.0,0.0,9.793154783
5618,10.6482258,0.0,0.0,0.0,0.0,0.0,0.0,10.6482258
5619,11.27744897,0.0,0.0,0.0,0.0,0.0,0.0,11.27744897
5620,11.5981151,0.0,0.0,0.0,0.0,0.0,0.0,11.5981151
5621,11.79666517,0.0,0.0,0.0,0.0,0.0,0.0,11.79666517
5622,7.88127805,0.0,0.0,0.0,0.0,0.0,0.0,7.88127805
5623,7.602069333,0.0,0.0,0.0,0.0,0.0,0.0,7.602069333
5624,7.944293283,0.662220200152231,0.0,0.0,0.0,0.0,0.0,7.282073082847769
5625,8.922157083,4.138876250951444,0.0,0.0,0.0,0.0,0.0,4.783280832048556
5626,9.17867805,6.775022047711287,0.0,0.0,0.0,0.0,0.0,2.403656002288713
5627,8.8438032,8.621597605828086,0.0,0.0,0.0,0.0,0.0,0.2222055941719141
5628,9.210202933,9.210202933,0.5066050038490832,0.0,0.0,0.0,0.0,0.0
5629,9.0387952,9.0387952,1.1874128908123378,0.0,0.0,0.0,0.0,0.0
5630,9.53313325,9.53313325,0.6166648177178491,0.0,0.0,0.0,0.0,0.0
5631,8.3292926,8.3292926,1.1328152598674546,0.0,0.0,0.0,0.0,0.0
5632,8.366729467,8.163137467261155,0.0,0.0,0.0,0.0,0.0,0.20359199973884579
5633,8.18153215,6.163741862955382,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.017790287044619
5634,8.5196617,3.4257160354028873,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.093945664597113
5635,10.48342248,0.30564009237795275,5.551115123125783e-17,0.0,0.0,0.0,0.0,10.177782387622047
